13.08.2019 14:30:47 SYSTEM START
13.08.2019 22:47:57 D: STOP COMPLETE
13.08.2019 22:48:01 E: STOP COMPLETE
13.08.2019 22:48:04 Q: STOP COMPLETE
13.08.2019 22:48:07 J: STOP COMPLETE
13.08.2019 22:49:30 SYSTEM START
13.08.2019 22:49:31 A: START STARTED
13.08.2019 22:49:32 B: START STARTED
13.08.2019 22:49:32 C: START STARTED
13.08.2019 22:49:32 D: START STARTED
13.08.2019 22:49:32 E: START STARTED
13.08.2019 22:49:32 F: START STARTED
13.08.2019 22:49:33 G: START STARTED
13.08.2019 22:49:33 H: START STARTED
13.08.2019 22:49:33 I: START STARTED
13.08.2019 22:49:33 J: START STARTED
13.08.2019 22:49:34 K: START STARTED
13.08.2019 22:49:35 L: START STARTED
13.08.2019 22:49:36 H: START COMPLETE
13.08.2019 22:49:36 M: START STARTED
13.08.2019 22:49:37 N: START STARTED
13.08.2019 22:49:38 O: START STARTED
13.08.2019 22:49:39 P: START STARTED
13.08.2019 22:49:40 Q: START STARTED
13.08.2019 22:49:41 R: START STARTED
13.08.2019 22:49:41 S: START STARTED
13.08.2019 22:49:41 T: START STARTED
13.08.2019 22:49:42 I: START COMPLETE
13.08.2019 22:49:42 U: START STARTED
13.08.2019 22:49:42 V: START STARTED
13.08.2019 22:49:42 W: START STARTED
13.08.2019 22:49:43 A: START COMPLETE
13.08.2019 22:49:43 R: START COMPLETE
13.08.2019 22:49:43 X: START STARTED
13.08.2019 22:49:43 Y: START STARTED
13.08.2019 22:49:44 O: START COMPLETE
13.08.2019 22:49:44 Z: START STARTED
13.08.2019 22:49:45 T: START COMPLETE
13.08.2019 22:49:46 G: START COMPLETE
13.08.2019 22:49:49 B: START COMPLETE
13.08.2019 22:49:49 E: START COMPLETE
13.08.2019 22:49:50 W: START COMPLETE
13.08.2019 22:49:52 Y: START COMPLETE
13.08.2019 22:49:55 K: START COMPLETE
13.08.2019 22:49:55 M: START COMPLETE
13.08.2019 22:49:56 L: START COMPLETE
13.08.2019 22:49:57 U: START COMPLETE
13.08.2019 22:50:01 C: START COMPLETE
13.08.2019 22:50:02 D: START COMPLETE
13.08.2019 22:50:06 S: START COMPLETE
13.08.2019 22:50:08 Z: START COMPLETE
13.08.2019 22:50:09 Q: START COMPLETE
13.08.2019 22:50:15 N: START COMPLETE
13.08.2019 22:50:16 J: START COMPLETE
13.08.2019 22:50:17 F: START COMPLETE
13.08.2019 22:50:20 X: START COMPLETE
13.08.2019 22:50:26 V: START COMPLETE
13.08.2019 22:50:27 P: START COMPLETE
14.08.2019 01:01:17 A: STOP STARTED
14.08.2019 01:01:17 B: STOP STARTED
14.08.2019 01:01:17 C: STOP STARTED
14.08.2019 01:01:17 D: STOP STARTED
14.08.2019 01:01:17 E: STOP STARTED
14.08.2019 01:01:17 F: STOP STARTED
14.08.2019 01:01:17 G: STOP STARTED
14.08.2019 01:01:18 H: STOP STARTED
14.08.2019 01:01:19 I: STOP STARTED
14.08.2019 01:01:20 J: STOP STARTED
14.08.2019 01:01:20 K: STOP STARTED
14.08.2019 01:01:20 L: STOP STARTED
14.08.2019 01:01:21 M: STOP STARTED
14.08.2019 01:01:21 N: STOP STARTED
14.08.2019 01:01:21 O: STOP STARTED
14.08.2019 01:01:21 P: STOP STARTED
14.08.2019 01:01:21 Q: STOP STARTED
14.08.2019 01:01:21 R: STOP STARTED
14.08.2019 01:01:21 T: STOP STARTED
14.08.2019 01:01:21 U: STOP STARTED
14.08.2019 01:01:22 H: STOP COMPLETE
14.08.2019 01:01:22 K: STOP COMPLETE
14.08.2019 01:01:22 V: STOP STARTED
14.08.2019 01:01:23 W: STOP STARTED
14.08.2019 01:01:24 X: STOP STARTED
14.08.2019 01:01:25 Y: STOP STARTED
14.08.2019 01:01:26 T: STOP COMPLETE
14.08.2019 01:01:26 Z: STOP STARTED
14.08.2019 01:01:27 L: STOP COMPLETE
14.08.2019 01:01:33 N: STOP COMPLETE
14.08.2019 01:01:35 E: STOP COMPLETE
14.08.2019 01:01:36 Z: STOP COMPLETE
14.08.2019 01:01:39 F: STOP COMPLETE
14.08.2019 01:01:46 G: STOP COMPLETE
14.08.2019 01:01:49 C: STOP COMPLETE
14.08.2019 01:01:49 X: STOP COMPLETE
14.08.2019 01:01:50 W: STOP COMPLETE
14.08.2019 01:01:56 D: STOP COMPLETE
14.08.2019 01:01:57 I: STOP COMPLETE
14.08.2019 01:02:00 M: STOP COMPLETE
14.08.2019 01:02:03 A: STOP COMPLETE
14.08.2019 01:02:05 R: STOP COMPLETE
14.08.2019 01:02:07 Q: STOP COMPLETE
14.08.2019 01:02:09 O: STOP COMPLETE
14.08.2019 01:02:10 V: STOP COMPLETE
14.08.2019 01:02:10 Y: STOP COMPLETE
14.08.2019 01:02:12 B: STOP COMPLETE
14.08.2019 01:02:13 U: STOP COMPLETE
14.08.2019 01:02:21 P: STOP COMPLETE
14.08.2019 01:05:58 SYSTEM START
14.08.2019 01:05:58 A: START STARTED
14.08.2019 01:05:59 B: START STARTED
14.08.2019 01:06:00 C: START STARTED
14.08.2019 01:06:01 D: START STARTED
14.08.2019 01:06:02 E: START STARTED
14.08.2019 01:06:02 F: START STARTED
14.08.2019 01:06:02 G: START STARTED
14.08.2019 01:06:02 H: START STARTED
14.08.2019 01:06:02 I: START STARTED
14.08.2019 01:06:02 J: START STARTED
14.08.2019 01:06:02 K: START STARTED
14.08.2019 01:06:02 L: START STARTED
14.08.2019 01:06:02 M: START STARTED
14.08.2019 01:06:03 N: START STARTED
14.08.2019 01:06:04 O: START STARTED
14.08.2019 01:06:05 B: START COMPLETE
14.08.2019 01:06:05 P: START STARTED
14.08.2019 01:06:05 Q: START STARTED
14.08.2019 01:06:06 R: START STARTED
14.08.2019 01:06:06 S: START STARTED
14.08.2019 01:06:06 T: START STARTED
14.08.2019 01:06:06 U: START STARTED
14.08.2019 01:06:07 V: START STARTED
14.08.2019 01:06:08 K: START COMPLETE
14.08.2019 01:06:08 W: START STARTED
14.08.2019 01:06:08 X: START STARTED
14.08.2019 01:06:08 Y: START STARTED
14.08.2019 01:06:09 G: START COMPLETE
14.08.2019 01:06:09 Z: START STARTED
14.08.2019 01:06:14 D: START COMPLETE
14.08.2019 01:06:14 I: START COMPLETE
14.08.2019 01:06:17 Q: START COMPLETE
14.08.2019 01:06:17 T: START COMPLETE
14.08.2019 01:06:17 U: START COMPLETE
14.08.2019 01:06:17 Y: START COMPLETE
14.08.2019 01:06:18 A: START COMPLETE
14.08.2019 01:06:18 H: START COMPLETE
14.08.2019 01:06:27 J: START COMPLETE
14.08.2019 01:06:28 X: START COMPLETE
14.08.2019 01:06:29 W: START COMPLETE
14.08.2019 01:06:30 E: START COMPLETE
14.08.2019 01:06:30 Z: START COMPLETE
14.08.2019 01:06:34 F: START COMPLETE
14.08.2019 01:06:36 V: START COMPLETE
14.08.2019 01:06:40 M: START COMPLETE
14.08.2019 01:06:48 O: START COMPLETE
14.08.2019 01:06:52 L: START COMPLETE
14.08.2019 01:06:55 N: START COMPLETE
14.08.2019 01:06:55 S: START COMPLETE
14.08.2019 01:06:56 C: START COMPLETE
14.08.2019 01:07:04 P: START COMPLETE
14.08.2019 01:07:06 R: START COMPLETE
14.08.2019 02:51:25 A: STOP STARTED
14.08.2019 02:51:26 B: STOP STARTED
14.08.2019 02:51:27 C: STOP STARTED
14.08.2019 02:51:28 A: STOP COMPLETE
14.08.2019 02:51:28 D: STOP STARTED
14.08.2019 02:51:29 D: STOP COMPLETE
14.08.2019 02:51:29 E: STOP STARTED
14.08.2019 02:51:29 F: STOP STARTED
14.08.2019 02:51:30 G: STOP STARTED
14.08.2019 02:51:30 H: STOP STARTED
14.08.2019 02:51:31 I: STOP STARTED
14.08.2019 02:51:32 I: STOP COMPLETE
14.08.2019 02:51:32 J: STOP STARTED
14.08.2019 02:51:32 K: STOP STARTED
14.08.2019 02:51:33 L: STOP STARTED
14.08.2019 02:51:33 M: STOP STARTED
14.08.2019 02:51:34 N: STOP STARTED
14.08.2019 02:51:35 O: STOP STARTED
14.08.2019 02:51:36 P: STOP STARTED
14.08.2019 02:51:36 Q: STOP STARTED
14.08.2019 02:51:36 R: STOP STARTED
14.08.2019 02:51:36 S: STOP STARTED
14.08.2019 02:51:36 T: STOP STARTED
14.08.2019 02:51:36 U: STOP STARTED
14.08.2019 02:51:37 V: STOP STARTED
14.08.2019 02:51:37 W: STOP STARTED
14.08.2019 02:51:38 X: STOP STARTED
14.08.2019 02:51:38 Y: STOP STARTED
14.08.2019 02:51:38 Z: STOP STARTED
14.08.2019 02:51:40 B: STOP COMPLETE
14.08.2019 02:51:41 N: STOP COMPLETE
14.08.2019 02:51:41 W: STOP COMPLETE
14.08.2019 02:51:42 E: STOP COMPLETE
14.08.2019 02:51:46 X: STOP COMPLETE
14.08.2019 02:51:48 F: STOP COMPLETE
14.08.2019 02:51:49 M: STOP COMPLETE
14.08.2019 02:51:53 Y: STOP COMPLETE
14.08.2019 02:51:59 T: STOP COMPLETE
14.08.2019 02:52:05 J: STOP COMPLETE
14.08.2019 02:52:08 K: STOP COMPLETE
14.08.2019 02:52:12 H: STOP COMPLETE
14.08.2019 02:52:13 Z: STOP COMPLETE
14.08.2019 02:52:15 C: STOP COMPLETE
14.08.2019 02:52:15 V: STOP COMPLETE
14.08.2019 02:52:17 O: STOP COMPLETE
14.08.2019 02:52:19 G: STOP COMPLETE
14.08.2019 02:52:21 L: STOP COMPLETE
14.08.2019 02:52:21 S: STOP COMPLETE
14.08.2019 02:52:25 P: STOP COMPLETE
14.08.2019 02:52:28 Q: STOP COMPLETE
14.08.2019 02:52:36 U: STOP COMPLETE
14.08.2019 03:07:46 SYSTEM START
14.08.2019 03:07:46 A: START STARTED
14.08.2019 03:07:46 B: START STARTED
14.08.2019 03:07:47 C: START STARTED
14.08.2019 03:07:47 D: START STARTED
14.08.2019 03:07:48 E: START STARTED
14.08.2019 03:07:48 F: START STARTED
14.08.2019 03:07:48 G: START STARTED
14.08.2019 03:07:48 H: START STARTED
14.08.2019 03:07:48 I: START STARTED
14.08.2019 03:07:48 J: START STARTED
14.08.2019 03:07:48 K: START STARTED
14.08.2019 03:07:49 L: START STARTED
14.08.2019 03:07:49 M: START STARTED
14.08.2019 03:07:49 N: START STARTED
14.08.2019 03:07:50 G: START COMPLETE
14.08.2019 03:07:50 O: START STARTED
14.08.2019 03:07:50 P: START STARTED
14.08.2019 03:07:50 Q: START STARTED
14.08.2019 03:07:50 R: START STARTED
14.08.2019 03:07:51 S: START STARTED
14.08.2019 03:07:51 T: START STARTED
14.08.2019 03:07:51 U: START STARTED
14.08.2019 03:07:51 V: START STARTED
14.08.2019 03:07:52 W: START STARTED
14.08.2019 03:07:53 X: START STARTED
14.08.2019 03:07:53 Y: START STARTED
14.08.2019 03:07:53 Z: START STARTED
14.08.2019 03:08:00 S: START COMPLETE
14.08.2019 03:08:00 U: START COMPLETE
14.08.2019 03:08:00 Y: START COMPLETE
14.08.2019 03:08:02 V: START COMPLETE
14.08.2019 03:08:05 Z: START COMPLETE
14.08.2019 03:08:06 I: START COMPLETE
14.08.2019 03:08:07 R: START COMPLETE
14.08.2019 03:08:09 D: START COMPLETE
14.08.2019 03:08:10 P: START COMPLETE
14.08.2019 03:08:18 C: START COMPLETE
14.08.2019 03:08:18 E: START COMPLETE
14.08.2019 03:08:18 Q: START COMPLETE
14.08.2019 03:08:21 B: START COMPLETE
14.08.2019 03:08:25 X: START COMPLETE
14.08.2019 03:08:26 F: START COMPLETE
14.08.2019 03:08:28 H: START COMPLETE
14.08.2019 03:08:28 K: START COMPLETE
14.08.2019 03:08:33 O: START COMPLETE
14.08.2019 03:08:38 J: START COMPLETE
14.08.2019 03:08:38 M: START COMPLETE
14.08.2019 03:08:38 T: START COMPLETE
14.08.2019 03:08:40 N: START COMPLETE
14.08.2019 03:08:42 A: START COMPLETE
14.08.2019 03:08:43 L: START COMPLETE
14.08.2019 03:08:49 W: START COMPLETE
14.08.2019 04:48:55 A: STOP STARTED
14.08.2019 04:48:55 B: STOP STARTED
14.08.2019 04:48:55 C: STOP STARTED
14.08.2019 04:48:55 D: STOP STARTED
14.08.2019 04:48:55 E: STOP STARTED
14.08.2019 04:48:56 F: STOP STARTED
14.08.2019 04:48:57 F: STOP COMPLETE
14.08.2019 04:48:57 G: STOP STARTED
14.08.2019 04:48:58 H: STOP STARTED
14.08.2019 04:48:59 I: STOP STARTED
14.08.2019 04:49:00 J: STOP STARTED
14.08.2019 04:49:01 C: STOP COMPLETE
14.08.2019 04:49:01 K: STOP STARTED
14.08.2019 04:49:02 L: STOP STARTED
14.08.2019 04:49:03 M: STOP STARTED
14.08.2019 04:49:03 N: STOP STARTED
14.08.2019 04:49:04 O: STOP STARTED
14.08.2019 04:49:04 P: STOP STARTED
14.08.2019 04:49:04 Q: STOP STARTED
14.08.2019 04:49:04 R: STOP STARTED
14.08.2019 04:49:04 S: STOP STARTED
14.08.2019 04:49:04 T: STOP STARTED
14.08.2019 04:49:05 U: STOP STARTED
14.08.2019 04:49:05 V: STOP STARTED
14.08.2019 04:49:06 W: STOP STARTED
14.08.2019 04:49:06 X: STOP STARTED
14.08.2019 04:49:06 Y: STOP STARTED
14.08.2019 04:49:06 Z: STOP STARTED
14.08.2019 04:49:11 D: STOP COMPLETE
14.08.2019 04:49:13 E: STOP COMPLETE
14.08.2019 04:49:16 V: STOP COMPLETE
14.08.2019 04:49:17 U: STOP COMPLETE
14.08.2019 04:49:17 Z: STOP COMPLETE
14.08.2019 04:49:20 Y: STOP COMPLETE
14.08.2019 04:49:25 G: STOP COMPLETE
14.08.2019 04:49:25 W: STOP COMPLETE
14.08.2019 04:49:28 H: STOP COMPLETE
14.08.2019 04:49:31 N: STOP COMPLETE
14.08.2019 04:49:33 L: STOP COMPLETE
14.08.2019 04:49:42 A: STOP COMPLETE
14.08.2019 04:49:45 B: STOP COMPLETE
14.08.2019 04:49:45 K: STOP COMPLETE
14.08.2019 04:49:49 P: STOP COMPLETE
14.08.2019 04:49:49 T: STOP COMPLETE
14.08.2019 04:49:50 S: STOP COMPLETE
14.08.2019 04:49:54 J: STOP COMPLETE
14.08.2019 04:49:56 I: STOP COMPLETE
14.08.2019 04:49:58 R: STOP COMPLETE
14.08.2019 04:49:59 M: STOP COMPLETE
14.08.2019 04:49:59 X: STOP COMPLETE
14.08.2019 04:50:01 Q: STOP COMPLETE
14.08.2019 05:00:42 SYSTEM START
14.08.2019 05:00:43 A: START STARTED
14.08.2019 05:00:43 B: START STARTED
14.08.2019 05:00:44 C: START STARTED
14.08.2019 05:00:45 D: START STARTED
14.08.2019 05:00:46 E: START STARTED
14.08.2019 05:00:46 F: START STARTED
14.08.2019 05:00:47 D: START COMPLETE
14.08.2019 05:00:47 G: START STARTED
14.08.2019 05:00:47 H: START STARTED
14.08.2019 05:00:48 I: START STARTED
14.08.2019 05:00:48 J: START STARTED
14.08.2019 05:00:49 K: START STARTED
14.08.2019 05:00:50 L: START STARTED
14.08.2019 05:00:50 M: START STARTED
14.08.2019 05:00:51 N: START STARTED
14.08.2019 05:00:51 O: START STARTED
14.08.2019 05:00:52 P: START STARTED
14.08.2019 05:00:53 E: START COMPLETE
14.08.2019 05:00:53 Q: START STARTED
14.08.2019 05:00:54 R: START STARTED
14.08.2019 05:00:55 S: START STARTED
14.08.2019 05:00:56 A: START COMPLETE
14.08.2019 05:00:56 T: START STARTED
14.08.2019 05:00:57 U: START STARTED
14.08.2019 05:00:57 V: START STARTED
14.08.2019 05:00:57 W: START STARTED
14.08.2019 05:00:57 X: START STARTED
14.08.2019 05:00:58 Y: START STARTED
14.08.2019 05:00:58 Z: START STARTED
14.08.2019 05:01:00 Y: START COMPLETE
14.08.2019 05:01:03 X: START COMPLETE
14.08.2019 05:01:08 J: START COMPLETE
14.08.2019 05:01:12 M: START COMPLETE
14.08.2019 05:01:16 G: START COMPLETE
14.08.2019 05:01:16 I: START COMPLETE
14.08.2019 05:01:19 H: START COMPLETE
14.08.2019 05:01:21 B: START COMPLETE
14.08.2019 05:01:23 V: START COMPLETE
14.08.2019 05:01:23 Z: START COMPLETE
14.08.2019 05:01:30 S: START COMPLETE
14.08.2019 05:01:30 U: START COMPLETE
14.08.2019 05:01:36 F: START COMPLETE
14.08.2019 05:01:36 P: START COMPLETE
14.08.2019 05:01:36 Q: START COMPLETE
14.08.2019 05:01:37 C: START COMPLETE
14.08.2019 05:01:40 O: START COMPLETE
14.08.2019 05:01:41 K: START COMPLETE
14.08.2019 05:01:46 R: START COMPLETE
14.08.2019 05:01:49 L: START COMPLETE
14.08.2019 05:01:49 N: START COMPLETE
14.08.2019 05:01:51 T: START COMPLETE
14.08.2019 05:01:52 W: START COMPLETE
14.08.2019 05:48:50 A: STOP STARTED
14.08.2019 05:48:50 B: STOP STARTED
14.08.2019 05:48:50 C: STOP STARTED
14.08.2019 05:48:50 D: STOP STARTED
14.08.2019 05:48:50 E: STOP STARTED
14.08.2019 05:48:50 F: STOP STARTED
14.08.2019 05:48:50 G: STOP STARTED
14.08.2019 05:48:51 H: STOP STARTED
14.08.2019 05:48:51 I: STOP STARTED
14.08.2019 05:48:52 J: STOP STARTED
14.08.2019 05:48:53 K: STOP STARTED
14.08.2019 05:48:54 L: STOP STARTED
14.08.2019 05:48:55 M: STOP STARTED
14.08.2019 05:48:56 E: STOP COMPLETE
14.08.2019 05:48:56 N: STOP STARTED
14.08.2019 05:48:57 B: STOP COMPLETE
14.08.2019 05:48:57 O: STOP STARTED
14.08.2019 05:48:58 P: STOP STARTED
14.08.2019 05:48:58 Q: STOP STARTED
14.08.2019 05:48:59 R: STOP STARTED
14.08.2019 05:48:59 S: STOP STARTED
14.08.2019 05:49:00 T: STOP STARTED
14.08.2019 05:49:00 U: STOP STARTED
14.08.2019 05:49:01 N: STOP COMPLETE
14.08.2019 05:49:01 V: STOP STARTED
14.08.2019 05:49:02 W: STOP STARTED
14.08.2019 05:49:02 X: STOP STARTED
14.08.2019 05:49:02 Y: STOP STARTED
14.08.2019 05:49:04 C: STOP COMPLETE
14.08.2019 05:49:04 V: STOP COMPLETE
14.08.2019 05:49:05 D: STOP COMPLETE
14.08.2019 05:49:06 Y: STOP COMPLETE
14.08.2019 05:49:09 T: STOP COMPLETE
14.08.2019 05:49:14 I: STOP COMPLETE
14.08.2019 05:49:15 A: STOP COMPLETE
14.08.2019 05:49:18 O: STOP COMPLETE
14.08.2019 05:49:21 H: STOP COMPLETE
14.08.2019 05:49:26 R: STOP COMPLETE
14.08.2019 05:49:27 J: STOP COMPLETE
14.08.2019 05:49:29 F: STOP COMPLETE
14.08.2019 05:49:30 M: STOP COMPLETE
14.08.2019 05:49:37 Q: STOP COMPLETE
14.08.2019 05:49:39 L: STOP COMPLETE
14.08.2019 05:49:41 P: STOP COMPLETE
14.08.2019 05:49:45 K: STOP COMPLETE
14.08.2019 05:49:54 X: STOP COMPLETE
14.08.2019 05:49:57 U: STOP COMPLETE
14.08.2019 05:49:59 W: STOP COMPLETE
14.08.2019 05:56:48 SYSTEM START
14.08.2019 05:56:49 A: START STARTED
14.08.2019 05:56:50 B: START STARTED
14.08.2019 05:56:51 C: START STARTED
14.08.2019 05:56:52 D: START STARTED
14.08.2019 05:56:52 E: START STARTED
14.08.2019 05:56:53 B: START COMPLETE
14.08.2019 05:56:53 F: START STARTED
14.08.2019 05:56:53 G: START STARTED
14.08.2019 05:56:53 H: START STARTED
14.08.2019 05:56:54 C: START COMPLETE
14.08.2019 05:56:54 I: START STARTED
14.08.2019 05:56:55 J: START STARTED
14.08.2019 05:56:55 K: START STARTED
14.08.2019 05:56:55 L: START STARTED
14.08.2019 05:56:55 M: START STARTED
14.08.2019 05:56:56 N: START STARTED
14.08.2019 05:56:56 O: START STARTED
14.08.2019 05:56:57 P: START STARTED
14.08.2019 05:56:57 Q: START STARTED
14.08.2019 05:56:58 R: START STARTED
14.08.2019 05:56:59 S: START STARTED
14.08.2019 05:56:59 T: START STARTED
14.08.2019 05:56:59 U: START STARTED
14.08.2019 05:57:00 V: START STARTED
14.08.2019 05:57:00 W: START STARTED
14.08.2019 05:57:00 X: START STARTED
14.08.2019 05:57:01 V: START COMPLETE
14.08.2019 05:57:01 Y: START STARTED
14.08.2019 05:57:01 Z: START STARTED
14.08.2019 05:57:02 E: START COMPLETE
14.08.2019 05:57:03 T: START COMPLETE
14.08.2019 05:57:12 I: START COMPLETE
14.08.2019 05:57:12 Q: START COMPLETE
14.08.2019 05:57:14 G: START COMPLETE
14.08.2019 05:57:14 R: START COMPLETE
14.08.2019 05:57:15 O: START COMPLETE
14.08.2019 05:57:17 N: START COMPLETE
14.08.2019 05:57:18 F: START COMPLETE
14.08.2019 05:57:23 U: START COMPLETE
14.08.2019 05:57:25 A: START COMPLETE
14.08.2019 05:57:25 Y: START COMPLETE
14.08.2019 05:57:27 M: START COMPLETE
14.08.2019 05:57:31 W: START COMPLETE
14.08.2019 05:57:34 X: START COMPLETE
14.08.2019 05:57:38 H: START COMPLETE
14.08.2019 05:57:42 D: START COMPLETE
14.08.2019 05:57:43 L: START COMPLETE
14.08.2019 05:57:44 Z: START COMPLETE
14.08.2019 05:57:45 K: START COMPLETE
14.08.2019 05:57:47 J: START COMPLETE
14.08.2019 05:57:47 P: START COMPLETE
14.08.2019 05:57:56 S: START COMPLETE
14.08.2019 08:40:59 A: STOP STARTED
14.08.2019 08:40:59 B: STOP STARTED
14.08.2019 08:41:00 C: STOP STARTED
14.08.2019 08:41:01 D: STOP STARTED
14.08.2019 08:41:01 E: STOP STARTED
14.08.2019 08:41:02 F: STOP STARTED
14.08.2019 08:41:03 G: STOP STARTED
14.08.2019 08:41:04 H: STOP STARTED
14.08.2019 08:41:04 I: STOP STARTED
14.08.2019 08:41:04 J: STOP STARTED
14.08.2019 08:41:05 K: STOP STARTED
14.08.2019 08:41:05 L: STOP STARTED
14.08.2019 08:41:05 M: STOP STARTED
14.08.2019 08:41:05 N: STOP STARTED
14.08.2019 08:41:06 O: STOP STARTED
14.08.2019 08:41:06 P: STOP STARTED
14.08.2019 08:41:06 Q: STOP STARTED
14.08.2019 08:41:07 R: STOP STARTED
14.08.2019 08:41:07 S: STOP STARTED
14.08.2019 08:41:08 T: STOP STARTED
14.08.2019 08:41:08 U: STOP STARTED
14.08.2019 08:41:09 V: STOP STARTED
14.08.2019 08:41:09 W: STOP STARTED
14.08.2019 08:41:09 X: STOP STARTED
14.08.2019 08:41:09 Y: STOP STARTED
14.08.2019 08:41:09 Z: STOP STARTED
14.08.2019 08:41:18 N: STOP COMPLETE
14.08.2019 08:41:18 V: STOP COMPLETE
14.08.2019 08:41:19 B: STOP COMPLETE
14.08.2019 08:41:21 C: STOP COMPLETE
14.08.2019 08:41:26 L: STOP COMPLETE
14.08.2019 08:41:29 A: STOP COMPLETE
14.08.2019 08:41:31 K: STOP COMPLETE
14.08.2019 08:41:31 R: STOP COMPLETE
14.08.2019 08:41:33 P: STOP COMPLETE
14.08.2019 08:41:34 W: STOP COMPLETE
14.08.2019 08:41:37 H: STOP COMPLETE
14.08.2019 08:41:37 J: STOP COMPLETE
14.08.2019 08:41:41 F: STOP COMPLETE
14.08.2019 08:41:43 Q: STOP COMPLETE
14.08.2019 08:41:44 I: STOP COMPLETE
14.08.2019 08:41:44 O: STOP COMPLETE
14.08.2019 08:41:44 T: STOP COMPLETE
14.08.2019 08:41:47 U: STOP COMPLETE
14.08.2019 08:41:51 Z: STOP COMPLETE
14.08.2019 08:41:52 D: STOP COMPLETE
14.08.2019 08:42:00 G: STOP COMPLETE
14.08.2019 08:42:01 M: STOP COMPLETE
14.08.2019 08:42:03 S: STOP COMPLETE
14.08.2019 08:42:04 X: STOP COMPLETE
14.08.2019 08:54:04 SYSTEM START
14.08.2019 08:54:05 A: START STARTED
14.08.2019 08:54:05 B: START STARTED
